entity_id,review_id,clause,sentence_original,term,opinion,category,top3_sim,score_table,polarity,polarity_scores
3000584,9672019_R21,a lot of food options around,a lot of food options around and 2 stores inside the building.,food options,,Service,"[('Facility', 0.2687147259712219), ('Amenity', 0.24948036670684814), ('Service', 0.17121393978595734)]","   category     score
0   Service  0.891399
1   Amenity  0.081883
2  Facility  0.026719",Positive,"{'Positive': 0.8964388966560364, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,and host,excellent apartment and host,,,Service,"[('Facility', 0.1458951085805893), ('Amenity', 0.09671591967344284), ('Service', 0.08664056658744812)]","   category    score
0   Service  0.82300
1  Facility  0.09071
2   Amenity  0.08629",Neutral,"{'Neutral': 0.5918365120887756, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R22,the host was really attentive,"the host was really attentive, met us at the apartment even though we were 5 hours delayed, walked us up to the room to show us the facilities.",host,really attentive,Service,"[('Service', 0.21493016183376312), ('Experience', 0.20923860371112823), ('Facility', 0.16263481974601746)]","     category     score
0     Service  0.800454
1    Facility  0.118938
2  Experience  0.080608",Positive,"{'Positive': 0.9957203269004822, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,walked us up to the room to show us the facilities,"the host was really attentive, met us at the apartment even though we were 5 hours delayed, walked us up to the room to show us the facilities.","room, facilities",,Service,"[('Facility', 0.5620219707489014), ('Experience', 0.29943159222602844), ('Service', 0.2599697411060333)]","     category     score
0     Service  0.907375
1  Experience  0.067694
2    Facility  0.024931",Positive,"{'Positive': 0.9281095862388611, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,he even sent me a whatsapp with local food and drink places.,he even sent me a whatsapp with local food and drink places.,,,Service,"[('Amenity', 0.03384355083107948), ('Facility', 0.011710366234183311), ('Service', 0.011331260204315186)]","   category     score
0   Service  0.779697
1   Amenity  0.158932
2  Facility  0.061371",Neutral,"{'Neutral': 0.9333877563476562, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R22,the washing machine and dryer in the apartment came in handy.,the washing machine and dryer in the apartment came in handy.,"washing machine, dryer, apartment",came in handy,Service,"[('Facility', 0.2917756736278534), ('Amenity', 0.15654753148555756), ('Service', 0.06164483726024628)]","   category     score
0   Service  0.801653
1   Amenity  0.127580
2  Facility  0.070767",Positive,"{'Positive': 0.693770170211792, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,and the host,i highly recommend this apartment and the host.,,,Service,"[('Facility', 0.1164105013012886), ('Service', 0.06765732169151306), ('Amenity', 0.061451829969882965)]","   category     score
0   Service  0.810304
1  Facility  0.106215
2   Amenity  0.083481",Neutral,"{'Neutral': 0.9569606781005859, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R22,all was excellent,"all was excellent, and we would book again if we were to go to ho chi minh in the future .",,excellent,Service,"[('Service', 0.024180641397833824), ('Loyalty', -0.009172964841127396), ('Experience', -0.01027583796530962)]","     category     score
0     Service  0.847546
1  Experience  0.076264
2     Loyalty  0.076190",Positive,"{'Positive': 0.9915304183959961, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,and we would book again if we were to go to ho chi minh in the future,"all was excellent, and we would book again if we were to go to ho chi minh in the future .",,,Service,"[('Service', 0.07745396345853806), ('Loyalty', 0.07350001484155655), ('Facility', 0.06105947494506836)]","   category     score
0   Service  0.882971
1  Facility  0.058724
2   Loyalty  0.058305",Positive,"{'Positive': 0.7084857821464539, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,we thought the bed was so hard,"we thought the bed was so hard, even gave me a number hip in the night and the pillows too.",bed,hard,Service,"[('Facility', 0.18634888529777527), ('Experience', 0.17928674817085266), ('Service', 0.10613472759723663)]","     category     score
0     Service  0.834646
1    Facility  0.093952
2  Experience  0.071401",Negative,"{'Negative': 0.9420055150985718, 'Positive': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,even gave me a number hip in the night,"we thought the bed was so hard, even gave me a number hip in the night and the pillows too.",,good,Service,"[('Service', 0.05455370992422104), ('Amenity', 0.05200111120939255), ('Facility', 0.030375558882951736)]","   category     score
0   Service  0.857170
1   Amenity  0.102915
2  Facility  0.039914",Positive,"{'Positive': 0.778820812702179, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R22,all was good,apart from that all was good.,,good,Service,"[('Service', 0.008282801136374474), ('Loyalty', -0.016818739473819733), ('Facility', -0.06335663795471191)]","   category     score
0   Service  0.806977
1  Facility  0.118250
2   Loyalty  0.074772",Positive,"{'Positive': 0.7708391547203064, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R23,very helpful host,very helpful host,host,very helpful,Service,"[('Service', 0.24439182877540588), ('Facility', 0.22410574555397034), ('Loyalty', 0.21647685766220093)]","   category     score
0   Service  0.831927
1  Facility  0.101400
2   Loyalty  0.066674",Positive,"{'Positive': 0.9233104586601257, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R23,diny was extremely helpful,"diny was extremely helpful and gave great recommendations for food, shopping and let us leave our bags after check out!.",diny,extremely helpful,Service,"[('Service', 0.15882253646850586), ('Facility', 0.05577599257230759), ('Loyalty', 0.053194742649793625)]","   category     score
0   Service  0.891080
1  Facility  0.056661
2   Loyalty  0.052259",Positive,"{'Positive': 0.984973669052124, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R23,"and gave great recommendations for food, shopping and let us leave our bags after check out!","diny was extremely helpful and gave great recommendations for food, shopping and let us leave our bags after check out!.","food, shopping, bags","great, good",Service,"[('Facility', 0.36277300119400024), ('Amenity', 0.3240028917789459), ('Service', 0.23632320761680603)]","   category     score
0   Service  0.896992
1   Amenity  0.052813
2  Facility  0.050195",Positive,"{'Positive': 0.8840224146842957, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R24,lovely stay,"lovely stay, great host",,lovely,Service,"[('Loyalty', 0.1803932636976242), ('Facility', 0.14228835701942444), ('Service', 0.13994303345680237)]","   category     score
0   Service  0.798031
1  Facility  0.104719
2   Loyalty  0.097251",Positive,"{'Positive': 0.9941877126693726, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R24,great host,"lovely stay, great host",,great,Service,"[('Service', 0.12286493182182312), ('Facility', 0.11049039661884308), ('Loyalty', 0.06955797970294952)]","   category     score
0   Service  0.847856
1  Facility  0.084778
2   Loyalty  0.067367",Positive,"{'Positive': 0.9848113059997559, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R24,great place,great place and location.,,great,Service,"[('Facility', 0.18933965265750885), ('Service', 0.12099096179008484), ('Experience', 0.08641223609447479)]","     category     score
0     Service  0.835760
1  Experience  0.088754
2    Facility  0.075486",Positive,"{'Positive': 0.9912354946136475, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R24,and location,great place and location.,,,Service,"[('Facility', 0.18292246758937836), ('Amenity', 0.10051364451646805), ('Service', 0.01733819767832756)]","   category     score
0   Service  0.867565
1   Amenity  0.070190
2  Facility  0.062245",Neutral,"{'Neutral': 0.9382178783416748, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R24,who provided us with information on the area by whatsapp,added bonus was meeting the owner who provided us with information on the area by whatsapp.,,,Service,"[('Facility', 0.03609533980488777), ('Amenity', 0.023104047402739525), ('Service', -0.0005613209214061499)]","   category     score
0   Service  0.886595
1   Amenity  0.073879
2  Facility  0.039527",Neutral,"{'Neutral': 0.8611434102058411, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R24,great stay,great stay and will be back!.,,great,Service,"[('Loyalty', 0.17164979875087738), ('Service', 0.10880409181118011), ('Experience', 0.10612144321203232)]","     category     score
0     Service  0.808057
1     Loyalty  0.112419
2  Experience  0.079524",Positive,"{'Positive': 0.9949524402618408, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R24,will be back!,great stay and will be back!.,,back,Service,"[('Loyalty', 0.08520515263080597), ('Amenity', -0.017054283991456032), ('Service', -0.0219193734228611)]","  category     score
0  Service  0.834035
1  Loyalty  0.083794
2  Amenity  0.082172",Positive,"{'Positive': 0.9375398755073547, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R24,i'm not doing anything.,i'm not doing anything.,,,Service,"[('Amenity', 0.02785150147974491), ('Service', 0.024521613493561745), ('Loyalty', -0.006296929903328419)]","  category     score
0  Service  0.814310
1  Loyalty  0.095547
2  Amenity  0.090143",Positive,"{'Positive': 0.6986555457115173, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R25,happy stay,happy stay and will come back in the future.,,happy,Service,"[('Loyalty', 0.16323985159397125), ('Service', 0.07663673162460327), ('Amenity', 0.05591718107461929)]","  category     score
0  Service  0.835372
1  Loyalty  0.092508
2  Amenity  0.072120",Positive,"{'Positive': 0.9676016569137573, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R25,the host contacted me a few days before my arrival,the host contacted me a few days before my arrival and meet me at the apartment lobby.,,,Service,"[('Loyalty', 0.0950794443488121), ('Service', 0.08773431181907654), ('Experience', 0.06686297804117203)]","     category     score
0     Service  0.862794
1  Experience  0.073836
2     Loyalty  0.063370",Neutral,"{'Neutral': 0.8347132205963135, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R25,the check in is extremely smooth.,the check in is extremely smooth.,check in,extremely smooth,Service,"[('Facility', 0.04242909699678421), ('Service', -0.007485732436180115), ('Experience', -0.00803578831255436)]","     category     score
0     Service  0.852866
1  Experience  0.103643
2    Facility  0.043491",Positive,"{'Positive': 0.8873434662818909, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R25,everything is good.,everything is good.,,good,Service,"[('Service', 0.09526052325963974), ('Loyalty', 0.05422195792198181), ('Facility', 0.0174020454287529)]","   category     score
0   Service  0.825184
1  Facility  0.092046
2   Loyalty  0.082770",Positive,"{'Positive': 0.8022190928459167, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,great location,"great location, beautiful views and excellent host!",,great,Service,"[('Facility', 0.13616260886192322), ('Service', 0.0368027538061142), ('Experience', 0.02511407621204853)]","     category     score
0     Service  0.851026
1  Experience  0.076063
2    Facility  0.072911",Positive,"{'Positive': 0.9776260256767273, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,excellent host!,"great location, beautiful views and excellent host!",,excellent,Service,"[('Service', 0.1436939537525177), ('Facility', 0.13228006660938263), ('Experience', 0.07482220232486725)]","     category     score
0     Service  0.845247
1    Facility  0.096218
2  Experience  0.058535",Positive,"{'Positive': 0.9621917605400085, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,our stay at diny's aparthotel was exceptional,"our stay at diny's aparthotel was exceptional! the room comes perfectly equipped for city exploration, and the skyline view is stunning.","stay, diny's aparthotel",exceptional,Service,"[('Service', 0.14796936511993408), ('Facility', 0.11743514239788055), ('Branding', 0.10821476578712463)]","   category     score
0   Service  0.640483
1  Branding  0.326268
2  Facility  0.033249",Positive,"{'Positive': 0.9806693196296692, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,just outside the bustling city center,we really liked the location just outside the bustling city center but with everything accessible within minutes by grab.,,,Service,"[('Facility', 0.14302828907966614), ('Amenity', 0.02391294576227665), ('Service', -0.04367908090353012)]","   category     score
0   Service  0.868327
1   Amenity  0.067060
2  Facility  0.064613",Positive,"{'Positive': 0.5021924376487732, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,what truly sets this place apart is diny himself.,what truly sets this place apart is diny himself.,diny,,Service,"[('Facility', 0.17230811715126038), ('Service', 0.16321083903312683), ('Branding', 0.13077367842197418)]","   category     score
0   Service  0.665822
1  Branding  0.290907
2  Facility  0.043271",Neutral,"{'Neutral': 0.558769702911377, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R26,among all hosts during our three week vietnam journey,"among all hosts during our three week vietnam journey, his hospitality was unmatched.",,,Service,"[('Service', 0.11396554857492447), ('Loyalty', 0.10251309722661972), ('Facility', 0.07107376307249069)]","   category     score
0   Service  0.897018
1  Facility  0.058724
2   Loyalty  0.044258",Neutral,"{'Neutral': 0.9595704674720764, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R26,his hospitality was unmatched,"among all hosts during our three week vietnam journey, his hospitality was unmatched.",hospitality,unmatched,Service,"[('Service', 0.4090205132961273), ('Loyalty', 0.3487641215324402), ('Experience', 0.336442232131958)]","     category     score
0     Service  0.885395
1  Experience  0.060455
2     Loyalty  0.054151",Positive,"{'Positive': 0.9883458614349365, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,it's no wonder we chose to return for a second stay,it's no wonder we chose to return for a second stay towards the end of our trip.,,good,Service,"[('Loyalty', 0.23560431599617004), ('Experience', 0.08933308720588684), ('Service', 0.08468322455883026)]","     category     score
0     Service  0.832372
1  Experience  0.100495
2     Loyalty  0.067133",Positive,"{'Positive': 0.939437985420227, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R26,towards the end of our trip,it's no wonder we chose to return for a second stay towards the end of our trip.,,,Service,"[('Service', 0.10488539934158325), ('Loyalty', 0.1010759249329567), ('Facility', 0.09687907993793488)]","   category     score
0   Service  0.865212
1   Loyalty  0.081339
2  Facility  0.053449",Neutral,"{'Neutral': 0.6807242631912231, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R26,"for anyone visiting hcmc, we cannot recommend diny's aparthotel highly enough!.","for anyone visiting hcmc, we cannot recommend diny's aparthotel highly enough!.",diny's aparthotel,highly,Service,"[('Facility', 0.22968091070652008), ('Service', 0.1049356609582901), ('Branding', 0.10370422899723053)]","   category     score
0   Service  0.644990
1  Branding  0.332571
2  Facility  0.022440",Positive,"{'Positive': 0.9369608759880066, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R27,a relaxing stay.,a relaxing stay.,,relaxing,Service,"[('Facility', 0.29362836480140686), ('Experience', 0.20615021884441376), ('Service', 0.20142626762390137)]","     category     score
0     Service  0.858510
1    Facility  0.093074
2  Experience  0.048416",Positive,"{'Positive': 0.9593814611434937, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R27,manager host was very friendly,manager host was very friendly and helpful.,manager host,very friendly,Service,"[('Service', 0.2507333755493164), ('Facility', 0.21284529566764832), ('Experience', 0.17481231689453125)]","     category     score
0     Service  0.874544
1  Experience  0.072618
2    Facility  0.052838",Positive,"{'Positive': 0.9874590635299683, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R27,and helpful,manager host was very friendly and helpful.,,helpful,Service,"[('Service', 0.08964435756206512), ('Loyalty', 0.08513124287128448), ('Facility', 0.06075555458664894)]","   category     score
0   Service  0.868640
1  Facility  0.067029
2   Loyalty  0.064332",Positive,"{'Positive': 0.996145486831665, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R27,the view from the room was great.,the view from the room was great.,room,great,Service,"[('Facility', 0.42632153630256653), ('Experience', 0.3337741196155548), ('Service', 0.1734076887369156)]","     category     score
0     Service  0.884884
1  Experience  0.073311
2    Facility  0.041804",Positive,"{'Positive': 0.8320236206054688, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R27,because there wasn't much sun in the afternoon,i didn't have to apply sunblock because there wasn't much sun in the afternoon.,,wasn't much sun,Service,"[('Service', 0.050912994891405106), ('Amenity', 0.04683912917971611), ('Facility', 0.030476339161396027)]","   category     score
0   Service  0.866748
1   Amenity  0.070839
2  Facility  0.062414",Neutral,"{'Neutral': 0.3874276876449585, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R28,excellent value for a stay in an upscale neighborhood in the heart of saigon.,excellent value for a stay in an upscale neighborhood in the heart of saigon.,"stay, neighborhood, saigon",excellent value,Service,"[('Facility', 0.34733259677886963), ('Loyalty', 0.2987614870071411), ('Service', 0.27220070362091064)]","   category     score
0   Service  0.925003
1  Facility  0.052927
2   Loyalty  0.022070",Neutral,"{'Neutral': 0.6107785105705261, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R29,clean,unbeatable location. clean.,,clean,Service,"[('Service', 0.06494154036045074), ('Loyalty', 0.06154252961277962), ('Branding', 0.030683526769280434)]","   category     score
0   Service  0.731628
1  Branding  0.190414
2   Loyalty  0.077957",Positive,"{'Positive': 0.9831768274307251, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R29,that suits my type,functional rooms that suits my type.,,suits,Service,"[('Facility', 0.03770124912261963), ('Service', 0.013136673718690872), ('Amenity', 0.0004532081075012684)]","   category     score
0   Service  0.818245
1   Amenity  0.108699
2  Facility  0.073056",Positive,"{'Positive': 0.8510953187942505, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R29,thank you diny for being a wonderful host.,thank you diny for being a wonderful host.,diny,wonderful,Service,"[('Service', 0.2538149058818817), ('Experience', 0.13983021676540375), ('Branding', 0.12179119884967804)]","     category     score
0     Service  0.623860
1    Branding  0.296639
2  Experience  0.079501",Positive,"{'Positive': 0.9067067503929138, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R29,it was nothing.,it was nothing.,,nothing,Service,"[('Service', -0.006824239157140255), ('Amenity', -0.011948555707931519), ('Loyalty', -0.025371992960572243)]","  category     score
0  Service  0.815060
1  Amenity  0.098918
2  Loyalty  0.086022",Neutral,"{'Neutral': 0.7935527563095093, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R29,zilch.,zilch.,,zilch,Service,"[('Service', 0.05139885097742081), ('Loyalty', 0.042909860610961914), ('Branding', 0.028861496597528458)]","   category     score
0   Service  0.763990
1  Branding  0.174698
2   Loyalty  0.061312",Neutral,"{'Neutral': 0.5153647661209106, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R30,perfect place to stay in oh chi minh city,perfect place to stay in oh chi minh city,"place, oh chi minh city",perfect,Service,"[('Facility', 0.3791634142398834), ('Experience', 0.2462189942598343), ('Service', 0.2316049039363861)]","     category     score
0     Service  0.824389
1  Experience  0.120133
2    Facility  0.055478",Positive,"{'Positive': 0.9905146360397339, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R30,everything has been perfect.,everything has been perfect.,,perfect,Service,"[('Service', 0.08208980411291122), ('Loyalty', 0.041404664516448975), ('Branding', 0.021988319233059883)]","   category     score
0   Service  0.704949
1  Branding  0.242321
2   Loyalty  0.052730",Positive,"{'Positive': 0.8552796244621277, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R30,thanks for keeping our luggage till late.,thanks for keeping our luggage till late.,,,Service,"[('Loyalty', 0.07115904986858368), ('Amenity', 0.06853185594081879), ('Service', 0.050770241767168045)]","  category     score
0  Service  0.889997
1  Amenity  0.059570
2  Loyalty  0.050434",Positive,"{'Positive': 0.4754558801651001, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R30,the apartment is very clean,"the apartment is very clean, with all the comfort and well equipped.",apartment,very clean,Service,"[('Facility', 0.3716982901096344), ('Amenity', 0.23928877711296082), ('Service', 0.15627942979335785)]","   category     score
0   Service  0.881922
1   Amenity  0.079958
2  Facility  0.038120",Positive,"{'Positive': 0.9963815212249756, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R30,with all the comfort,"the apartment is very clean, with all the comfort and well equipped.",,comfort,Service,"[('Facility', 0.1071101576089859), ('Service', 0.10458921641111374), ('Experience', 0.06769374758005142)]","     category     score
0     Service  0.856184
1    Facility  0.087395
2  Experience  0.056421",Positive,"{'Positive': 0.9950476884841919, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R30,and well equipped,"the apartment is very clean, with all the comfort and well equipped.",,well equipped,Service,"[('Facility', 0.10010308772325516), ('Amenity', 0.07573109865188599), ('Service', 0.054411664605140686)]","   category     score
0   Service  0.886957
1  Facility  0.066019
2   Amenity  0.047024",Positive,"{'Positive': 0.9941670894622803, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R30,we ll be back soon!.,we ll be back soon!.,,good,Service,"[('Loyalty', 0.11393488943576813), ('Service', 0.011998925358057022), ('Facility', -0.018955383449792862)]","   category     score
0   Service  0.845975
1   Loyalty  0.096863
2  Facility  0.057162",Neutral,"{'Neutral': 0.9602735638618469, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R31,place is nice,place is nice and the owner is great helper,,nice,Service,"[('Facility', 0.2387324869632721), ('Service', 0.13351041078567505), ('Amenity', 0.11893584579229355)]","   category     score
0   Service  0.841701
1  Facility  0.094418
2   Amenity  0.063882",Positive,"{'Positive': 0.9922069907188416, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R31,safe,safe and quite.,,safe,Service,"[('Loyalty', 0.02066074125468731), ('Amenity', 0.01962205581367016), ('Service', -0.01784411445260048)]","  category     score
0  Service  0.831345
1  Loyalty  0.085692
2  Amenity  0.082963",Positive,"{'Positive': 0.9640053510665894, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R31,and quite,safe and quite.,,,Service,"[('Service', 0.051372431218624115), ('Loyalty', 0.045102719217538834), ('Amenity', 0.010377646423876286)]","  category     score
0  Service  0.852586
1  Amenity  0.075733
2  Loyalty  0.071681",Positive,"{'Positive': 0.9950165152549744, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,perfect sport in saigon,perfect sport in saigon,sport,perfect,Service,"[('Service', 0.11304599791765213), ('Facility', 0.1034470647573471), ('Experience', 0.09484154731035233)]","     category     score
0     Service  0.931155
1  Experience  0.036850
2    Facility  0.031995",Positive,"{'Positive': 0.918694019317627, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,the host was very helpful,the host was very helpful and checked in on us during our stay.,host,very helpful,Service,"[('Service', 0.21465393900871277), ('Facility', 0.1841220259666443), ('Loyalty', 0.14842137694358826)]","   category     score
0   Service  0.883427
1  Facility  0.072148
2   Loyalty  0.044425",Positive,"{'Positive': 0.988132655620575, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,and checked in on us during our stay,the host was very helpful and checked in on us during our stay.,,,Service,"[('Loyalty', 0.1454746127128601), ('Facility', 0.12127713859081268), ('Service', 0.10363040119409561)]","   category     score
0   Service  0.906111
1  Facility  0.052843
2   Loyalty  0.041046",Positive,"{'Positive': 0.9648901224136353, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,he was very kind,he was very kind letting us check out late due to a late flight.,,very kind,Service,"[('Service', 0.045903824269771576), ('Loyalty', 0.04107692465186119), ('Experience', -0.01384937483817339)]","     category     score
0     Service  0.877386
1  Experience  0.066844
2     Loyalty  0.055770",Positive,"{'Positive': 0.994392454624176, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,letting us check out late due to a late flight,he was very kind letting us check out late due to a late flight.,flight,,Service,"[('Loyalty', 0.15168163180351257), ('Amenity', 0.12362199276685715), ('Service', 0.10684892535209656)]","  category     score
0  Service  0.913794
1  Loyalty  0.058266
2  Amenity  0.027940",Negative,"{'Negative': 0.9165383577346802, 'Positive': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,the facilities at the manor 2 were perfect,the facilities at the manor 2 were perfect for a weeks stay.,"facilities, manor 2",perfect,Service,"[('Facility', 0.4830000400543213), ('Amenity', 0.2766598165035248), ('Service', 0.2563084065914154)]","   category     score
0   Service  0.885058
1   Amenity  0.079090
2  Facility  0.035853",Positive,"{'Positive': 0.9883098602294922, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,for a weeks stay,the facilities at the manor 2 were perfect for a weeks stay.,,,Service,"[('Loyalty', 0.1448674350976944), ('Facility', 0.0951944887638092), ('Service', 0.06124826893210411)]","   category     score
0   Service  0.837111
1  Facility  0.085540
2   Loyalty  0.077349",Neutral,"{'Neutral': 0.964936375617981, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R32,and had everything we needed,the apartment was comfortable and had everything we needed.,,good,Service,"[('Facility', 0.06645207107067108), ('Service', 0.03792084753513336), ('Amenity', 0.011143779382109642)]","   category     score
0   Service  0.884211
1   Amenity  0.060193
2  Facility  0.055596",Positive,"{'Positive': 0.9930253028869629, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,never busy,"the rooftop pool was great, never busy.",,never busy,Service,"[('Service', 0.02849777787923813), ('Facility', 0.026453189551830292), ('Amenity', 0.024076376110315323)]","   category     score
0   Service  0.854063
1  Facility  0.080979
2   Amenity  0.064958",Positive,"{'Positive': 0.9543694853782654, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,great location,great location with 2 minimarkets close by for essentials.,,great,Service,"[('Facility', 0.13616260886192322), ('Service', 0.0368027538061142), ('Experience', 0.02511407621204853)]","     category     score
0     Service  0.851026
1  Experience  0.076063
2    Facility  0.072911",Positive,"{'Positive': 0.9776260256767273, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R32,the photos are exactly how the place looks as well.,the photos are exactly how the place looks as well.,"photos, place","exactly, good",Service,"[('Facility', 0.4578658640384674), ('Branding', 0.2843584418296814), ('Service', 0.25979796051979065)]","   category     score
0   Service  0.483669
1  Branding  0.483512
2  Facility  0.032819",Positive,"{'Positive': 0.9197006225585938, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R33,it's perfect.,it's perfect.,,perfect,Service,"[('Service', 0.025928722694516182), ('Facility', 0.0022702552378177643), ('Amenity', -0.0037033958360552788)]","   category     score
0   Service  0.834982
1  Facility  0.084210
2   Amenity  0.080808",Positive,"{'Positive': 0.9769178628921509, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R33,"cute, clean room","cute, clean room and fully functional kitchen with nice views.",room,"cute, clean",Service,"[('Facility', 0.40036165714263916), ('Experience', 0.19009113311767578), ('Service', 0.16420765221118927)]","     category     score
0     Service  0.878799
1  Experience  0.075969
2    Facility  0.045232",Positive,"{'Positive': 0.9941579103469849, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R33,the host was extremely kind,the host was extremely kind and accommodating.,host,extremely kind,Service,"[('Service', 0.2133166640996933), ('Experience', 0.18821385502815247), ('Facility', 0.17869670689105988)]","     category     score
0     Service  0.872995
1    Facility  0.073792
2  Experience  0.053213",Positive,"{'Positive': 0.9893475770950317, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R33,but fine for two people,room is a bit small but fine for two people.,,fine,Service,"[('Loyalty', 0.047221262007951736), ('Service', 0.03846880421042442), ('Amenity', 0.017589235678315163)]","  category     score
0  Service  0.847057
1  Loyalty  0.082923
2  Amenity  0.070019",Neutral,"{'Neutral': 0.5359381437301636, 'Positive': 0.0, 'Negative': 0.0}"
3000584,9672019_R34,definitely place to stay.,definitely place to stay.,,definitely place to stay,Service,"[('Facility', 0.22075656056404114), ('Service', 0.1135530173778534), ('Amenity', 0.10015852004289627)]","   category     score
0   Service  0.885652
1  Facility  0.065303
2   Amenity  0.049045",Positive,"{'Positive': 0.9843974709510803, 'Negative': 0.0, 'Neutral': 0.0}"
3000584,9672019_R34,great hospitality,great hospitality and room was neet and cozy as well.,,great,Service,"[('Service', 0.32421156764030457), ('Facility', 0.2825199365615845), ('Experience', 0.2501737177371979)]","     category     score
0     Service  0.842186
1    Facility  0.081576
2  Experience  0.076238",Positive,"{'Positive': 0.9931272268295288, 'Negative': 0.0, 'Neutral': 0.0}"
